Season,Region,Rank,Race,Count,Percentage
33,CN,Silver,Random,48,6.25
33,CN,Silver,Terran,292,38.02083333333333
33,CN,Silver,Zerg,160,20.833333333333336
33,EU,Bronze,Protoss,8,12.5
33,EU,Bronze,Random,19,29.6875
33,EU,Bronze,Terran,19,29.6875
33,EU,Bronze,Zerg,18,28.125
33,EU,Diamond,Protoss,8101,25.128730070103604
33,EU,Diamond,Random,3425,10.624108195297476
33,EU,Diamond,Terran,9508,29.493144736025805
33,EU,Diamond,Zerg,11204,34.754016998573114
33,EU,Gold,Protoss,2161,32.18168279970216
33,EU,Gold,Random,523,7.788533134772896
33,EU,Gold,Terran,2699,40.19359642591213
33,EU,Gold,Zerg,1332,19.836187639612806
33,EU,Grandmaster,Protoss,746,24.825291181364392
33,EU,Grandmaster,Random,158,5.2579034941763725
33,EU,Grandmaster,Terran,1024,34.0765391014975
33,EU,Grandmaster,Zerg,1077,35.84026622296173
33,EU,Master,Protoss,1174,21.5136521898479
33,EU,Master,Random,507,9.290819131390874
33,EU,Master,Terran,1858,34.04801172805571
33,EU,Master,Zerg,1918,35.147516950705516
33,EU,Platinum,Protoss,4472,32.67811472415053
33,EU,Platinum,Random,1312,9.58713920350749
33,EU,Platinum,Terran,4709,34.40993788819876
33,EU,Platinum,Zerg,3192,23.324808184143222
33,EU,Silver,Protoss,502,24.33349491032477
33,EU,Silver,Random,149,7.222491517207949
33,EU,Silver,Terran,1021,49.49103247697528
33,EU,Silver,Zerg,391,18.952981095492003
33,KR,Bronze,Protoss,1,25.0
33,KR,Bronze,Random,1,25.0
33,KR,Bronze,Terran,1,25.0
33,KR,Bronze,Zerg,1,25.0
33,KR,Diamond,Protoss,5964,25.89665653495441
33,KR,Diamond,Random,2214,9.613547546678246
33,KR,Diamond,Terran,8154,35.40599218410769
33,KR,Diamond,Zerg,6698,29.08380373425966
33,KR,Gold,Protoss,571,30.551096843231672
33,KR,Gold,Random,114,6.099518459069021
33,KR,Gold,Terran,799,42.75013376136972
33,KR,Gold,Zerg,385,20.59925093632959
33,KR,Grandmaster,Protoss,623,29.24882629107981
33,KR,Grandmaster,Random,107,5.023474178403756
33,KR,Grandmaster,Terran,781,36.666666666666664
33,KR,Grandmaster,Zerg,619,29.061032863849768
33,KR,Master,Protoss,766,22.267441860465116
33,KR,Master,Random,292,8.488372093023255
33,KR,Master,Terran,1396,40.581395348837205
33,KR,Master,Zerg,986,28.662790697674417
33,KR,Platinum,Protoss,2612,32.54017690295253
33,KR,Platinum,Random,603,7.51214650554379
33,KR,Platinum,Terran,3109,38.73178024168432
33,KR,Platinum,Zerg,1703,21.21589634981936
33,KR,Silver,Protoss,43,28.666666666666668
33,KR,Silver,Random,9,6.0
33,KR,Silver,Terran,66,44.0
33,KR,Silver,Zerg,32,21.333333333333336
33,US,Bronze,Protoss,12,20.33898305084746
33,US,Bronze,Random,11,18.64406779661017
33,US,Bronze,Terran,24,40.67796610169492
33,US,Bronze,Zerg,12,20.33898305084746
33,US,Diamond,Protoss,8072,24.70843919311886
33,US,Diamond,Random,3762,11.51550399461263
33,US,Diamond,Terran,9684,29.64278061771098
33,US,Diamond,Zerg,11151,34.13327619455753
33,US,Gold,Protoss,1887,29.94762736073639
33,US,Gold,Random,595,9.442945564196158
33,US,Gold,Terran,2495,39.59688938263768
33,US,Gold,Zerg,1324,21.012537692429774
33,US,Grandmaster,Protoss,759,23.600746268656717
33,US,Grandmaster,Random,172,5.348258706467662
33,US,Grandmaster,Terran,1127,35.04353233830846
33,US,Grandmaster,Zerg,1158,36.007462686567166
33,US,Master,Protoss,1306,22.587340020754066
33,US,Master,Random,519,8.97613282601176
33,US,Master,Terran,2002,34.624697336561745
33,US,Master,Zerg,1955,33.811829816672436
33,US,Platinum,Protoss,4267,31.850414271851907
33,US,Platinum,Random,1489,11.114428603418675
33,US,Platinum,Terran,4520,33.73889676793312
33,US,Platinum,Zerg,3121,23.296260356796296
33,US,Silver,Protoss,423,24.352331606217618
33,US,Silver,Random,158,9.096142774899253
33,US,Silver,Terran,806,46.40184225676454
33,US,Silver,Zerg,350,20.149683362118594
34,CN,Bronze,Protoss,3,20.0
34,CN,Bronze,Random,5,33.33333333333333
34,CN,Bronze,Terran,3,20.0
34,CN,Bronze,Zerg,4,26.666666666666668
34,CN,Diamond,Protoss,5679,26.885385598636557
34,CN,Diamond,Random,2057,9.738200066278464
34,CN,Diamond,Terran,6475,30.653789707901343
34,CN,Diamond,Zerg,6912,32.72262462718364
34,CN,Gold,Protoss,1539,35.37117903930131
34,CN,Gold,Random,295,6.7800505630889445
34,CN,Gold,Terran,1693,38.910595265456216
34,CN,Gold,Zerg,824,18.93817513215353
34,CN,Grandmaster,Protoss,366,33.547204399633365
34,CN,Grandmaster,Random,61,5.5912007332722276
34,CN,Grandmaster,Terran,312,28.597616865261227
34,CN,Grandmaster,Zerg,352,32.26397800183318
34,CN,Master,Protoss,620,24.6422893481717
34,CN,Master,Random,213,8.465818759936408
34,CN,Master,Terran,887,35.2543720190779
34,CN,Master,Zerg,796,31.63751987281399
34,CN,Platinum,Protoss,4046,36.22202327663384
34,CN,Platinum,Random,868,7.770814682184422
34,CN,Platinum,Terran,3718,33.28558639212175
34,CN,Platinum,Zerg,2538,22.721575649059982
34,CN,Silver,Protoss,223,29.61487383798141
34,CN,Silver,Random,59,7.835325365205843
34,CN,Silver,Terran,324,43.02788844621514
34,CN,Silver,Zerg,147,19.52191235059761
34,EU,Bronze,Protoss,11,21.568627450980394
34,EU,Bronze,Random,11,21.568627450980394
34,EU,Bronze,Terran,20,39.21568627450981
34,EU,Bronze,Zerg,9,17.647058823529413
34,EU,Diamond,Protoss,9547,27.450472986572354
34,EU,Diamond,Random,3537,10.169930130251013
34,EU,Diamond,Terran,9830,28.264182408924928
34,EU,Diamond,Zerg,11865,34.11541447425171
34,EU,Gold,Protoss,2202,30.61309606561935
34,EU,Gold,Random,440,6.117058251077436
34,EU,Gold,Terran,3136,43.59794244404282
34,EU,Gold,Zerg,1415,19.67190323926039
34,EU,Grandmaster,Protoss,758,26.936744847192607
34,EU,Grandmaster,Random,109,3.8734896943852166
34,EU,Grandmaster,Terran,901,32.018479033404404
34,EU,Grandmaster,Zerg,1046,37.17128642501777
34,EU,Master,Protoss,1324,24.486776400961716
34,EU,Master,Random,509,9.41372295172924
34,EU,Master,Terran,1730,31.995561309413723
34,EU,Master,Zerg,1844,34.10393933789532
34,EU,Platinum,Protoss,5269,35.234719807409384
34,EU,Platinum,Random,1080,7.2221479202888865
34,EU,Platinum,Terran,5186,34.67968436538719
34,EU,Platinum,Zerg,3419,22.863447906914537
34,EU,Silver,Protoss,451,22.293623331685616
34,EU,Silver,Random,127,6.277805239742956
34,EU,Silver,Terran,1071,52.94117647058824
34,EU,Silver,Zerg,374,18.487394957983195
34,KR,Bronze,Protoss,1,25.0
34,KR,Bronze,Random,1,25.0
34,KR,Bronze,Terran,1,25.0
34,KR,Bronze,Zerg,1,25.0
34,KR,Diamond,Protoss,5561,26.864734299516908
34,KR,Diamond,Random,1955,9.444444444444445
34,KR,Diamond,Terran,6949,33.570048309178745
34,KR,Diamond,Zerg,6235,30.1207729468599
34,KR,Gold,Protoss,741,32.70079435127979
34,KR,Gold,Random,144,6.354810238305383
34,KR,Gold,Terran,945,41.70344218887908
34,KR,Gold,Zerg,436,19.240953221535744
34,KR,Grandmaster,Protoss,587,29.751647237709072
34,KR,Grandmaster,Random,106,5.372529143436392
34,KR,Grandmaster,Terran,664,33.65433350228079
34,KR,Grandmaster,Zerg,616,31.221490116573747
34,KR,Master,Protoss,713,23.554674595308885
34,KR,Master,Random,262,8.655434423521639
34,KR,Master,Terran,1153,38.09051866534522
34,KR,Master,Zerg,899,29.699372315824245
34,KR,Platinum,Protoss,2599,33.26507103545373
34,KR,Platinum,Random,615,7.871496224241649
34,KR,Platinum,Terran,2923,37.41200563163958
34,KR,Platinum,Zerg,1676,21.451427108665044
34,KR,Silver,Protoss,96,30.476190476190478
34,KR,Silver,Random,27,8.571428571428571
34,KR,Silver,Terran,135,42.857142857142854
34,KR,Silver,Zerg,57,18.095238095238095
34,US,Bronze,Protoss,8,27.586206896551722
34,US,Bronze,Random,6,20.689655172413794
34,US,Bronze,Terran,8,27.586206896551722
34,US,Bronze,Zerg,7,24.137931034482758
34,US,Diamond,Protoss,9001,26.917670982983942
34,US,Diamond,Random,3555,10.63129878285834
34,US,Diamond,Terran,9611,28.74188821436048
34,US,Diamond,Zerg,11272,33.70914201979724
34,US,Gold,Protoss,2256,30.706410779910165
34,US,Gold,Random,623,8.479651558459235
34,US,Gold,Terran,3003,40.87382605144957
34,US,Gold,Zerg,1465,19.940111610181027
34,US,Grandmaster,Protoss,767,26.641194859326156
34,US,Grandmaster,Random,158,5.488016672455713
34,US,Grandmaster,Terran,901,31.295588746092395
34,US,Grandmaster,Zerg,1053,36.57519972212574
34,US,Master,Protoss,1341,23.625792811839325
34,US,Master,Random,469,8.262861169837914
34,US,Master,Terran,1822,32.100070472163495
34,US,Master,Zerg,2044,36.01127554615927
34,US,Platinum,Protoss,4838,33.70489062282291
34,US,Platinum,Random,1395,9.718545353211647
34,US,Platinum,Terran,4942,34.429427337327574
34,US,Platinum,Zerg,3179,22.14713668663787
34,US,Silver,Protoss,467,21.570438799076214
34,US,Silver,Random,160,7.390300230946882
34,US,Silver,Terran,1113,51.40877598152424
34,US,Silver,Zerg,425,19.630484988452658
35,CN,Bronze,Protoss,9,13.846153846153847
35,CN,Bronze,Random,27,41.53846153846154
35,CN,Bronze,Terran,17,26.153846153846157
35,CN,Bronze,Zerg,12,18.461538461538463
35,CN,Diamond,Protoss,5974,24.986406792421263
35,CN,Diamond,Random,2313,9.67418127065122
35,CN,Diamond,Terran,7462,31.210004600777953
35,CN,Diamond,Zerg,8160,34.12940733614957
35,CN,Gold,Protoss,3692,37.90943628709313
35,CN,Gold,Random,565,5.801416983263169
35,CN,Gold,Terran,3583,36.79022486908307
35,CN,Gold,Zerg,1899,19.498921860560632
35,CN,Grandmaster,Protoss,380,29.99210734017364
35,CN,Grandmaster,Random,77,6.077348066298343
35,CN,Grandmaster,Terran,380,29.99210734017364
35,CN,Grandmaster,Zerg,430,33.93843725335438
35,CN,Master,Protoss,751,24.834656084656086
35,CN,Master,Random,245,8.101851851851851
35,CN,Master,Terran,1053,34.82142857142857
35,CN,Master,Zerg,975,32.242063492063494
35,CN,Platinum,Protoss,5032,34.08983131224172
35,CN,Platinum,Random,1106,7.49271729557618
35,CN,Platinum,Terran,4914,33.290427477813154
35,CN,Platinum,Zerg,3709,25.127023914368944
35,CN,Silver,Protoss,794,28.407871198568873
35,CN,Silver,Random,182,6.511627906976744
35,CN,Silver,Terran,1220,43.64937388193202
35,CN,Silver,Zerg,599,21.43112701252236
35,EU,Bronze,Protoss,37,20.670391061452513
35,EU,Bronze,Random,23,12.849162011173185
35,EU,Bronze,Terran,78,43.575418994413404
35,EU,Bronze,Zerg,41,22.905027932960895
35,EU,Diamond,Protoss,9992,26.120144298635438
35,EU,Diamond,Random,4133,10.804098917760234
35,EU,Diamond,Terran,11035,28.84665655879124
35,EU,Diamond,Zerg,13094,34.229100224813095
35,EU,Gold,Protoss,4584,33.97820769401824
35,EU,Gold,Random,865,6.4116818619820615
35,EU,Gold,Terran,5106,37.847453858127636
35,EU,Gold,Zerg,2936,21.76265658587206
35,EU,Grandmaster,Protoss,892,26.235294117647058
35,EU,Grandmaster,Random,157,4.617647058823529
35,EU,Grandmaster,Terran,1102,32.41176470588235
35,EU,Grandmaster,Zerg,1249,36.73529411764706
35,EU,Master,Protoss,1521,23.967853766151904
35,EU,Master,Random,600,9.454774661203908
35,EU,Master,Terran,2019,31.81531673495115
35,EU,Master,Zerg,2206,34.762054837693036
35,EU,Platinum,Protoss,7212,33.235023041474655
35,EU,Platinum,Random,1749,8.059907834101383
35,EU,Platinum,Terran,7100,32.71889400921659
35,EU,Platinum,Zerg,5639,25.98617511520737
35,EU,Silver,Protoss,1644,25.026640280103518
35,EU,Silver,Random,374,5.69340843355153
35,EU,Silver,Terran,3250,49.47480590653067
35,EU,Silver,Zerg,1301,19.805145379814277
35,KR,Bronze,Protoss,4,19.047619047619047
35,KR,Bronze,Random,5,23.809523809523807
35,KR,Bronze,Terran,6,28.57142857142857
35,KR,Bronze,Zerg,6,28.57142857142857
35,KR,Diamond,Protoss,5676,26.39140744873762
35,KR,Diamond,Random,2130,9.903752266703863
35,KR,Diamond,Terran,7214,33.54256753615102
35,KR,Diamond,Zerg,6487,30.162272748407492
35,KR,Gold,Protoss,1491,34.38653136531366
35,KR,Gold,Random,304,7.011070110701106
35,KR,Gold,Terran,1673,38.58394833948339
35,KR,Gold,Zerg,868,20.018450184501845
35,KR,Grandmaster,Protoss,626,29.320843091334897
35,KR,Grandmaster,Random,99,4.6370023419203745
35,KR,Grandmaster,Terran,740,34.66042154566745
35,KR,Grandmaster,Zerg,670,31.381733021077284
35,KR,Master,Protoss,746,23.088826988548437
35,KR,Master,Random,268,8.294645620550913
35,KR,Master,Terran,1294,40.0495202723615
35,KR,Master,Zerg,923,28.567007118539152
35,KR,Platinum,Protoss,3174,32.96977251480212
35,KR,Platinum,Random,830,8.621585125168796
35,KR,Platinum,Terran,3376,35.06803781032512
35,KR,Platinum,Zerg,2247,23.340604549703958
35,KR,Silver,Protoss,281,26.066790352504636
35,KR,Silver,Random,74,6.8645640074211505
35,KR,Silver,Terran,531,49.257884972170686
35,KR,Silver,Zerg,192,17.810760667903523
35,US,Bronze,Protoss,26,15.853658536585366
35,US,Bronze,Random,27,16.463414634146343
35,US,Bronze,Terran,77,46.95121951219512
35,US,Bronze,Zerg,34,20.73170731707317
35,US,Diamond,Protoss,8707,25.384839650145775
35,US,Diamond,Random,3934,11.46938775510204
35,US,Diamond,Terran,9856,28.73469387755102
35,US,Diamond,Zerg,11803,34.411078717201164
35,US,Gold,Protoss,3925,33.03872053872054
35,US,Gold,Random,1076,9.057239057239057
35,US,Gold,Terran,4473,37.651515151515156
35,US,Gold,Zerg,2406,20.252525252525253
35,US,Grandmaster,Protoss,813,25.01538461538462
35,US,Grandmaster,Random,181,5.569230769230769
35,US,Grandmaster,Terran,1095,33.69230769230769
35,US,Grandmaster,Zerg,1161,35.723076923076924
35,US,Master,Protoss,1479,23.291338582677167
35,US,Master,Random,530,8.346456692913385
35,US,Master,Terran,2113,33.2755905511811
35,US,Master,Zerg,2228,35.08661417322835
35,US,Platinum,Protoss,5600,32.643544156222674
35,US,Platinum,Random,1838,10.71407752841737
35,US,Platinum,Terran,5413,31.553482949577383
35,US,Platinum,Zerg,4304,25.08889536578257
35,US,Silver,Protoss,1424,24.467353951890033
35,US,Silver,Random,440,7.560137457044673
35,US,Silver,Terran,2840,48.797250859106526
35,US,Silver,Zerg,1116,19.175257731958766
36,CN,Bronze,Protoss,12,15.384615384615385
36,CN,Bronze,Random,26,33.33333333333333
36,CN,Bronze,Terran,20,25.64102564102564
36,CN,Bronze,Zerg,20,25.64102564102564
36,CN,Diamond,Protoss,5602,24.56694294610358
36,CN,Diamond,Random,2169,9.511906328114723
36,CN,Diamond,Terran,7165,31.42130421435776
36,CN,Diamond,Zerg,7867,34.49984651142394
36,CN,Gold,Protoss,4341,37.422413793103445
36,CN,Gold,Random,665,5.732758620689655
36,CN,Gold,Terran,4162,35.87931034482759
36,CN,Gold,Zerg,2432,20.96551724137931
36,CN,Grandmaster,Protoss,362,28.707375099127674
36,CN,Grandmaster,Random,77,6.106264869151467
36,CN,Grandmaster,Terran,415,32.91038858049167
36,CN,Grandmaster,Zerg,407,32.27597145122918
36,CN,Master,Protoss,771,25.691436187937356
36,CN,Master,Random,209,6.96434521826058
36,CN,Master,Terran,1087,36.22125958013995
36,CN,Master,Zerg,934,31.12295901366211
36,CN,Platinum,Protoss,4958,33.19718781386006
36,CN,Platinum,Random,1166,7.8071643789755605
36,CN,Platinum,Terran,4905,32.842316705724805
36,CN,Platinum,Zerg,3906,26.15333110143957
36,CN,Silver,Protoss,1241,30.3200586366968
36,CN,Silver,Random,258,6.303444905936965
36,CN,Silver,Terran,1766,43.146836061568536
36,CN,Silver,Zerg,828,20.2296603957977
36,EU,Bronze,Protoss,49,21.58590308370044
36,EU,Bronze,Random,30,13.215859030837004
36,EU,Bronze,Terran,105,46.25550660792951
36,EU,Bronze,Zerg,43,18.94273127753304
36,EU,Diamond,Protoss,8412,25.75548819693212
36,EU,Diamond,Random,3599,11.019258442791097
36,EU,Diamond,Terran,9320,28.5355622914179
36,EU,Diamond,Zerg,11330,34.689691068858885
36,EU,Gold,Protoss,4486,34.80757293606456
36,EU,Gold,Random,955,7.4099937926753565
36,EU,Gold,Terran,4781,37.09652389819988
36,EU,Gold,Zerg,2666,20.68590937306021
36,EU,Grandmaster,Protoss,868,27.125
36,EU,Grandmaster,Random,144,4.5
36,EU,Grandmaster,Terran,1043,32.59375
36,EU,Grandmaster,Zerg,1145,35.78125
36,EU,Master,Protoss,1453,24.8971898560658
36,EU,Master,Random,544,9.32145305003427
36,EU,Master,Terran,1871,32.05962988348184
36,EU,Master,Zerg,1968,33.721727210418095
36,EU,Platinum,Protoss,6046,33.39777937358449
36,EU,Platinum,Random,1661,9.175274816328786
36,EU,Platinum,Terran,5691,31.436778434513617
36,EU,Platinum,Zerg,4705,25.990167375573108
36,EU,Silver,Protoss,1804,26.228554812445477
36,EU,Silver,Random,401,5.830183192788602
36,EU,Silver,Terran,3309,48.1099156731608
36,EU,Silver,Zerg,1364,19.831346321605118
36,KR,Bronze,Protoss,6,17.647058823529413
36,KR,Bronze,Random,5,14.705882352941178
36,KR,Bronze,Terran,14,41.17647058823529
36,KR,Bronze,Zerg,9,26.47058823529412
36,KR,Diamond,Protoss,5035,25.558375634517766
36,KR,Diamond,Random,1892,9.604060913705585
36,KR,Diamond,Terran,6740,34.213197969543145
36,KR,Diamond,Zerg,6033,30.6243654822335
36,KR,Gold,Protoss,1589,33.10416666666667
36,KR,Gold,Random,330,6.875000000000001
36,KR,Gold,Terran,1840,38.333333333333336
36,KR,Gold,Zerg,1041,21.6875
36,KR,Grandmaster,Protoss,561,29.21875
36,KR,Grandmaster,Random,104,5.416666666666667
36,KR,Grandmaster,Terran,681,35.46875
36,KR,Grandmaster,Zerg,574,29.895833333333332
36,KR,Master,Protoss,766,24.08805031446541
36,KR,Master,Random,250,7.861635220125786
36,KR,Master,Terran,1252,39.37106918238994
36,KR,Master,Zerg,912,28.67924528301887
36,KR,Platinum,Protoss,3058,32.53191489361702
36,KR,Platinum,Random,760,8.085106382978724
36,KR,Platinum,Terran,3290,35.0
36,KR,Platinum,Zerg,2292,24.382978723404257
36,KR,Silver,Protoss,437,29.26992632283992
36,KR,Silver,Random,83,5.5592766242464835
36,KR,Silver,Terran,683,45.746818486269255
36,KR,Silver,Zerg,290,19.42397856664434
36,US,Bronze,Protoss,35,13.565891472868216
36,US,Bronze,Random,34,13.178294573643413
36,US,Bronze,Terran,131,50.775193798449614
36,US,Bronze,Zerg,58,22.48062015503876
36,US,Diamond,Protoss,7824,24.92751776213082
36,US,Diamond,Random,3483,11.096950966960843
36,US,Diamond,Terran,9156,29.171312963965974
36,US,Diamond,Zerg,10924,34.80421830694237
36,US,Gold,Protoss,3998,33.29169789324673
36,US,Gold,Random,1077,8.96827379465401
36,US,Gold,Terran,4412,36.739112332417356
36,US,Gold,Zerg,2522,21.000915979681906
36,US,Grandmaster,Protoss,764,26.209262435677534
36,US,Grandmaster,Random,156,5.351629502572899
36,US,Grandmaster,Terran,972,33.344768439108066
36,US,Grandmaster,Zerg,1023,35.094339622641506
36,US,Master,Protoss,1408,24.338807260155576
36,US,Master,Random,478,8.262748487467588
36,US,Master,Terran,1953,33.75972342264477
36,US,Master,Zerg,1946,33.638720829732065
36,US,Platinum,Protoss,4794,31.95147960543855
36,US,Platinum,Random,1595,10.63049853372434
36,US,Platinum,Terran,4768,31.778192482004798
36,US,Platinum,Zerg,3847,25.639829378832314
36,US,Silver,Protoss,1759,26.76913711763811
36,US,Silver,Random,486,7.39613453051286
36,US,Silver,Terran,3075,46.79653020849186
36,US,Silver,Zerg,1251,19.038198143357178
37,CN,Bronze,Protoss,26,23.214285714285715
37,CN,Bronze,Random,34,30.357142857142854
37,CN,Bronze,Terran,29,25.892857142857146
37,CN,Bronze,Zerg,23,20.535714285714285
37,CN,Diamond,Protoss,5341,23.758896797153024
37,CN,Diamond,Random,2109,9.381672597864767
37,CN,Diamond,Terran,7104,31.601423487544483
37,CN,Diamond,Zerg,7926,35.25800711743772
37,CN,Gold,Protoss,4880,37.82945736434108
37,CN,Gold,Random,691,5.3565891472868215
37,CN,Gold,Terran,4530,35.116279069767444
37,CN,Gold,Zerg,2799,21.697674418604652
37,CN,Grandmaster,Protoss,338,29.7273526824978
37,CN,Grandmaster,Random,64,5.628847845206685
37,CN,Grandmaster,Terran,374,32.89357959542656
37,CN,Grandmaster,Zerg,361,31.75021987686895
37,CN,Master,Protoss,790,26.081214922416642
37,CN,Master,Random,228,7.527236711786069
37,CN,Master,Terran,1074,35.4572466160449
37,CN,Master,Zerg,937,30.93430174975239
37,CN,Platinum,Protoss,5029,31.521875391751287
37,CN,Platinum,Random,1210,7.584304876519996
37,CN,Platinum,Terran,5212,32.66892315406795
37,CN,Platinum,Zerg,4503,28.224896577660775
37,CN,Silver,Protoss,1853,31.205793196362414
37,CN,Silver,Random,348,5.860559110811721
37,CN,Silver,Terran,2600,43.78578646008757
37,CN,Silver,Zerg,1137,19.147861232738293
37,EU,Bronze,Protoss,51,13.076923076923078
37,EU,Bronze,Random,46,11.794871794871794
37,EU,Bronze,Terran,214,54.871794871794876
37,EU,Bronze,Zerg,79,20.256410256410255
37,EU,Diamond,Protoss,8405,25.941358024691358
37,EU,Diamond,Random,3492,10.777777777777779
37,EU,Diamond,Terran,8939,27.589506172839506
37,EU,Diamond,Zerg,11564,35.691358024691354
37,EU,Gold,Protoss,4722,35.21778042959427
37,EU,Gold,Random,888,6.62291169451074
37,EU,Gold,Terran,4857,36.22464200477327
37,EU,Gold,Zerg,2941,21.93466587112172
37,EU,Grandmaster,Protoss,872,28.552717747216764
37,EU,Grandmaster,Random,123,4.027504911591356
37,EU,Grandmaster,Terran,985,32.252783235101504
37,EU,Grandmaster,Zerg,1074,35.16699410609037
37,EU,Master,Protoss,1334,23.627346794190576
37,EU,Master,Random,500,8.855827134254339
37,EU,Master,Terran,1797,31.827842720510098
37,EU,Master,Zerg,2015,35.68898335104499
37,EU,Platinum,Protoss,6354,32.26691042047532
37,EU,Platinum,Random,1805,9.166158846231973
37,EU,Platinum,Terran,6166,31.312208003250053
37,EU,Platinum,Zerg,5367,27.25472273004266
37,EU,Silver,Protoss,2274,27.191199330383835
37,EU,Silver,Random,506,6.050460361114433
37,EU,Silver,Terran,3951,47.243812029176134
37,EU,Silver,Zerg,1632,19.514528279325603
37,KR,Bronze,Protoss,8,21.62162162162162
37,KR,Bronze,Random,5,13.513513513513514
37,KR,Bronze,Terran,13,35.13513513513514
37,KR,Bronze,Zerg,11,29.72972972972973
37,KR,Diamond,Protoss,4818,25.414073214474104
37,KR,Diamond,Random,1733,9.141259626542885
37,KR,Diamond,Terran,6424,33.885430952632134
37,KR,Diamond,Zerg,5983,31.55923620635088
37,KR,Gold,Protoss,1849,32.455678427242404
37,KR,Gold,Random,402,7.056345444971038
37,KR,Gold,Terran,2299,40.35457258206073
37,KR,Gold,Zerg,1147,20.13340354572582
37,KR,Grandmaster,Protoss,515,28.70680044593088
37,KR,Grandmaster,Random,94,5.2396878483835
37,KR,Grandmaster,Terran,631,35.172798216276476
37,KR,Grandmaster,Zerg,554,30.88071348940914
37,KR,Master,Protoss,723,23.72047244094488
37,KR,Master,Random,242,7.939632545931759
37,KR,Master,Terran,1166,38.25459317585302
37,KR,Master,Zerg,917,30.08530183727034
37,KR,Platinum,Protoss,3218,31.991251615468734
37,KR,Platinum,Random,846,8.410378765284818
37,KR,Platinum,Terran,3441,34.208171786459886
37,KR,Platinum,Zerg,2554,25.39019783278656
37,KR,Silver,Protoss,611,29.995090819833088
37,KR,Silver,Random,130,6.381934216985763
37,KR,Silver,Terran,929,45.60628375061365
37,KR,Silver,Zerg,367,18.0166912125675
37,US,Bronze,Protoss,76,16.414686825053995
37,US,Bronze,Random,52,11.23110151187905
37,US,Bronze,Terran,225,48.59611231101512
37,US,Bronze,Zerg,110,23.758099352051836
37,US,Diamond,Protoss,7806,25.060999101065878
37,US,Diamond,Random,3519,11.29767561320149
37,US,Diamond,Terran,8947,28.724155644022087
37,US,Diamond,Zerg,10876,34.917169641710544
37,US,Gold,Protoss,4373,33.92289194011326
37,US,Gold,Random,1181,9.16143045535645
37,US,Gold,Terran,4611,35.76914126134512
37,US,Gold,Zerg,2726,21.14653634318517
37,US,Grandmaster,Protoss,762,27.588703837798693
37,US,Grandmaster,Random,135,4.887762490948588
37,US,Grandmaster,Terran,893,32.33164373642288
37,US,Grandmaster,Zerg,972,35.19188993482983
37,US,Master,Protoss,1399,25.026833631484795
37,US,Master,Random,469,8.389982110912344
37,US,Master,Terran,1863,33.32737030411449
37,US,Master,Zerg,1859,33.25581395348837
37,US,Platinum,Protoss,5041,31.704402515723267
37,US,Platinum,Random,1710,10.754716981132075
37,US,Platinum,Terran,4842,30.452830188679247
37,US,Platinum,Zerg,4307,27.088050314465406
37,US,Silver,Protoss,2254,27.331150721474472
37,US,Silver,Random,622,7.542136534497393
37,US,Silver,Terran,3749,45.45895477143203
37,US,Silver,Zerg,1622,19.667757972596096
38,CN,Bronze,Protoss,19,16.52173913043478
38,CN,Bronze,Random,32,27.82608695652174
38,CN,Bronze,Terran,33,28.695652173913043
38,CN,Bronze,Zerg,31,26.956521739130434
38,CN,Diamond,Protoss,4629,24.795114896352242
38,CN,Diamond,Random,1620,8.677486742728588
38,CN,Diamond,Terran,6094,32.64234827789384
38,CN,Diamond,Zerg,6326,33.885050083025334
38,CN,Gold,Protoss,4320,35.70247933884298
38,CN,Gold,Random,705,5.8264462809917354
38,CN,Gold,Terran,4524,37.388429752066116
38,CN,Gold,Zerg,2551,21.082644628099175
38,CN,Grandmaster,Protoss,323,33.75130616509927
38,CN,Grandmaster,Random,32,3.343782654127482
38,CN,Grandmaster,Terran,331,34.58725182863114
38,CN,Grandmaster,Zerg,271,28.317659352142112
38,CN,Master,Protoss,734,28.068833652007648
38,CN,Master,Random,164,6.27151051625239
38,CN,Master,Terran,953,36.44359464627151
38,CN,Master,Zerg,764,29.21606118546845
38,CN,Platinum,Protoss,4580,31.243604611501468
38,CN,Platinum,Random,1106,7.54485299133638
38,CN,Platinum,Terran,4776,32.580667166928166
38,CN,Platinum,Zerg,4197,28.630875230233986
38,CN,Silver,Protoss,1802,32.75172664485642
38,CN,Silver,Random,298,5.4162122864412945
38,CN,Silver,Terran,2312,42.02108324245729
38,CN,Silver,Zerg,1090,19.810977826245
38,EU,Bronze,Protoss,63,17.307692307692307
38,EU,Bronze,Random,39,10.714285714285714
38,EU,Bronze,Terran,190,52.197802197802204
38,EU,Bronze,Zerg,72,19.78021978021978
38,EU,Diamond,Protoss,7386,26.4551022601096
38,EU,Diamond,Random,2921,10.462409112074214
38,EU,Diamond,Terran,7787,27.89140012178087
38,EU,Diamond,Zerg,9825,35.191088506035314
38,EU,Gold,Protoss,4390,33.51145038167939
38,EU,Gold,Random,964,7.358778625954199
38,EU,Gold,Terran,4809,36.70992366412214
38,EU,Gold,Zerg,2937,22.419847328244273
38,EU,Grandmaster,Protoss,799,29.559748427672954
38,EU,Grandmaster,Random,114,4.217536071032186
38,EU,Grandmaster,Terran,855,31.631520532741398
38,EU,Grandmaster,Zerg,935,34.59119496855346
